trait	uri
"HBEGF/PDGFA protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053002"
"HBEGF/PDGFB protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053003"
"HBEGF/PFKFB2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053004"
"HBEGF/PLXNA4 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053005"
"HBEGF/SDC4 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053006"
"HBEGF/WWP2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053007"
"HBEGF/YES1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053008"
"HBQ1/HMBS protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053009"
"HCLS1/LAT protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053010"
"HCLS1/PRDX5 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053011"
"HCLS1/TMSB10 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053012"
"HCLS1/TRIAP1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053013"
"HEXIM1/IKBKG protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053014"
"HEXIM1/IPCEF1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053015"
"HEXIM1/MAVS protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053016"
"HEXIM1/NT5C3A protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053017"
"HEXIM1/NUB1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053018"
"HEXIM1/SRPK2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053019"
"HEXIM1/STK11 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053020"
"HEXIM1/TARBP2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053021"
"HEXIM1/TBL1X protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053022"
"HEXIM1/TRIAP1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053023"
"HGF/MMP8 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053024"
"HGF/MMP9 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053025"
"HGF/OSM protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053026"
"HGF/PDGFB protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053027"
"HGF/TNFSF14 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053029"
"HLAE/IL15 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053030"
"HLAE/LILRB1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053031"
"HMBS/PKLR protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053032"
"HMBS/PSMG3 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053033"
"HMBS/TGM2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053034"
"TBC1D23/VASH1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053035"
"TBC1D23/VPS53 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053036"
"TBC1D5/USP8 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053037"
"TBCB/TBCC protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053038"
"TBCC/TXLNA protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053039"
"TBCC/WWP2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053040"
"TCL1A/TNFRSF13C protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053041"
"TDRKH/TST protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053042"
"TFF1/TFF2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053043"
"TGFBI/VASN protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053044"
"TGFBR2/THBD protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053045"
"TGFBR2/TNFRSF19 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053046"
"TGFBR2/TNFRSF1A protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053047"
"THY1/TNFRSF21 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053048"
"TIA1/USP8 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053049"
"TIMP3/ZBTB16 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053050"
"TINAGL1/VWF protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053051"
"TMSB10/TREML2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053052"
"TMSB10/TRIAP1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053053"
"TMSB10/TXNRD1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053054"
"TMSB10/ZBTB16 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053055"
"TNC/VCAM1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053056"
"TNFRSF11A/TNFRSF1A protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053057"
"TNFRSF11A/TNFRSF1B protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053058"
"TNFRSF11B/TNFSF11 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053059"
"HMBS/UBAC1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053060"
"HMOX2/TDRKH protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053061"
"HNMT/RBP5 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053062"
"HNMT/SETMAR protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053063"
"HNRNPK/USP8 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053064"
"HNRNPK/VASH1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053065"
"HPCAL1/LAT protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053066"
"HPCAL1/MPIG6B protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053067"
"HPCAL1/NUDC protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053068"
"HPCAL1/PLA2G4A protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053069"
"HPCAL1/PMVK protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053070"
"HPCAL1/PTPN6 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053071"
"HPCAL1/S100A4 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053072"
"HPCAL1/SERPINB9 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053073"
"HPGDS/ITGAV protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053074"
"HS6ST1/MEGF9 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053075"
"HSD11B1/SMPD1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053076"
"HSPA1A/MGLL protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053077"
"HSPA1A/MITD1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053078"
"HSPA1A/STIP1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053079"
"HSPA1A/WWP2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053080"
"HSPB1/KYAT1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053081"
"HSPB1/PLIN3 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053082"
"HSPB1/QDPR protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053083"
"HSPB6/SNCG protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053084"
"HAVCR2/LRRC25 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053085"
"HAVCR2/PILRA protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053086"
"HAVCR2/PILRB protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053087"
"HAVCR2/TNFRSF1B protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053088"
"HAVCR2/TREM2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053089"
"HBEGF/LAT2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053090"
"SSC4D/TNFSF10 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053091"
"STAMBP/WWP2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053092"
"STAT5B/WASF1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053093"
"STIP1/TMSB10 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053094"
"STIP1/TXNRD1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053095"
"STK11/USP8 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053096"
"STK24/TDRKH protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053097"
"STK4/VTA1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053098"
"STX4/TBC1D23 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053099"
"STX8/USP8 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053100"
"SUGT1/TBL1X protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053101"
"SULT1A1/VTA1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053102"
"SUSD1/THPO protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053103"
"TACC3/TBC1D23 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053104"
"TACC3/TRIAP1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053105"
"TARBP2/TDRKH protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053106"
"TBC1D23/TBC1D5 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053107"
"TBC1D23/TXLNA protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053108"
"TBC1D23/USO1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053109"
"GYS1/STK11 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053110"
"GYS1/SUSD1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053111"
"GYS1/TIA1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053112"
"GYS1/USP8 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053113"
"GYS1/WASF1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053114"
"GZMA/GZMB protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053115"
"GZMA/GZMH protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053116"
"GZMA/interleukin 12 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053117"
"GZMA/ITGB7 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053118"
"GZMA/KIR2DL3 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053119"
"GZMA/LTA protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053120"
"GZMA/TNFRSF4 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053121"
"GZMA/TNFRSF8 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053122"
"GZMB/IL15 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053123"
"GZMH/KLRD1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053124"
"HAGH/HBQ1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053125"
"HAGH/HMBS protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053126"
"HAGH/PKLR protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053127"
"HAGH/PSMD9 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053128"
"HAGH/TGM2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053129"
"HAGH/UBAC1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053130"
"HARS1/MESD protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053131"
"HARS1/MIF protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053132"
"HARS1/RWDD1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053133"
"HARS1/SERPINB1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053134"
"RETN/RNASET2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053135"
"RGMA/RGMB protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053136"
"RGMB/SMOC2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053137"
"RGMB/THY1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053138"
"RGMB/TNFRSF21 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053139"
"RHOC/SRC protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053140"
"RHOC/TBCB protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053141"
"RHOC/TBCC protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053142"
"RHOC/TIA1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053143"
"RHOC/TXLNA protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053144"
"RILP/RWDD1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053145"
"RNF41/SH2B3 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053146"
"RNF41/TBL1X protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053147"
"RNF41/USP8 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053148"
"RNF41/WWP2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053149"
"ROBO1/SPON1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053150"
"ROBO2/SCARF2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053151"
"ROBO2/SFTPD protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053152"
"ROR1/THBD protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053153"
"ROR1/TNFRSF21 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053154"
"RRM2B/SMAD1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053155"
"RRM2B/SUGT1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053156"
"RSPO1/RSPO3 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053157"
"RSPO1/SFRP1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053158"
"RWDD1/SERPINB6 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053159"
"BSG/TNFRSF4 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053160"
"BST2/CEACAM1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053161"
"BST2/CXADR protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053162"
"BST2/MME protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053163"
"BTN2A1/BTN3A2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053164"
"BTN2A1/CSF1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053165"
"BTN2A1/EPHA1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053166"
"BTN2A1/IFNGR1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053167"
"BTN2A1/IL10RB protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053168"
"BTN2A1/IL18BP protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053169"
"BTN2A1/LILRB4 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053170"
"BTN2A1/PIK3IP1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053171"
"BTN2A1/SIGLEC1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053172"
"BTN2A1/SMOC2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053173"
"BTN2A1/SPINT2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053174"
"C1QTNF1/COL18A1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053175"
"C1QTNF1/COL4A1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053176"
"C1QTNF1/VWF protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053177"
"C2/LILRB4 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053178"
"C2/SSC5D protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053179"
"EBAG9/HBEGF protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053180"
"EBAG9/MITD1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053181"
"EBAG9/TBCB protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053182"
"EBAG9/TBCC protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053183"
"EBAG9/TDRKH protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053184"
"DPP7/VSIR protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053185"
"DRAXIN/TCL1A protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053186"
"DRG2/INPP1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053187"
"DRG2/SEMA4D protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053188"
"DSC2/EFEMP1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053189"
"DSC2/SIGLEC1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053190"
"DSC2/SPINT1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053191"
"DSG3/DSG4 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053192"
"DSG3/FABP9 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053193"
"DSG3/NECTIN4 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053194"
"DSG3/SPINK5 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053195"
"DSG4/FABP9 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053196"
"EBAG9/EDAR protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053197"
"EBAG9/FKBP5 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053198"
"PRTFDC1/TDRKH protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053199"
"PRTFDC1/TST protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053200"
"PRTN3/RETN protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053201"
"PSMD9/UBAC1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053202"
"PSME2/PSMG3 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053203"
"PSME2/RBKS protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053204"
"PSRC1/RAB37 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053205"
"PSRC1/RABEPK protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053206"
